N;article;author;year;LINK;morphological_structure;extracted_features;extraction_techniques;classification_techniques;accuracy;Life_forms;data_set;country_of_origin
330;Automatic Identification of Ficus deltoidea Jack (Moraceae) Varieties Based on Leaf;"NASIR A;RAHMAN M;MAT N;MAMAT A";2014;NI;Leave;Texture;Gray level cooccurrence matrix (GLCM);K-Nearest neighbour (KNN);99.32;Herbaceous;Autores;Malaysia
331;Woods Recognition System Based on Local Binary Pattern;"NASIRZADEH M;KHAZAEL A;BIN K M";2010;https://doi.org/10.1109/CICSyN.2010.27;Wood;Texture;Local Binary Pattern (LBP);K-Nearest neighbour (KNN);96.6;Trees;Autores;Malaysia
332;Individual tree species identification using Dense Convolutional Network (DenseNet) on multi-temporal RGB images from UAV;"NATESAN S;ARMENAKIS C;VEPAKOMMA U";2020;https://doi.org/10.1139/juvs-2020-0014;Canopy;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);84;Trees;Autores;Canada
333;Wood species recognition using machine learning;"NEETHU S;BABY S L";2021;https://doi.org/10.1109/ICMSS53060.2021.9673601;Wood;Texture;Local Binary Pattern (LBP);Suport Vector Machine (SVM);97.2;Trees;Autores;India
333;Wood species recognition using machine learning;"NEETHU S;BABY S L";2021;https://doi.org/10.1109/ICMSS53060.2021.9673601;Wood;Texture;Gray level cooccurrence matrix (GLCM);Suport Vector Machine (SVM);97.2;Trees;Autores;India
334;Medicinal Plant identification in the wild by using CNN;"NGUYEN Q T;TRUONG H V";2020;https://doi.org/10.1109/ICTC49870.2020.9289480;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);88.26;Medicinal plants;Autores;Vietnam
335;Do we need multiple organs for plant identification?;"NHAN N;LE T;HAI V";2020;https://doi.org/10.1109/ICTC49870.2020.9289480;Multiple plant organs;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);82.2;Various;Base de dados pública;France
336;An Application for Automatic Classification of Unconventional Food Plants;"OKADA K;SANTOS E;CARVALHO J;NUNES-SILVA C;VASCONCELOS M";2021;http://dx.doi.org/10.1007/978-3-030-55374-6_8;Leave;Shape;Shape features;Random Forest (RF);83.7;Food plants;Autores;Brazil
336;An Application for Automatic Classification of Unconventional Food Plants;"OKADA K;SANTOS E;CARVALHO J;NUNES-SILVA C;VASCONCELOS M";2021;http://dx.doi.org/10.1007/978-3-030-55374-6_8;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);83.7;Food plants;Autores;Brazil
337;Leaf-Based Plant Identification Through Morphological Characterization in Digital Images;"ONCEVAY-MARCOS A;JUAREZ-CHAMBI R;KHLEBNIKOV-NÃšÃ‘EZ S;BELTRÃÃ“N-CASTAÃ‘N C";2015;NI;Leave;Shape;Fractal Dimension;Artificial Neural Networks (ANN);90.41;Various;Base de dados pública;France
337;Leaf-Based Plant Identification Through Morphological Characterization in Digital Images;"ONCEVAY-MARCOS A;JUAREZ-CHAMBI R;KHLEBNIKOV-NÃšÃ‘EZ S;BELTRÃÃ“N-CASTAÃ‘N C";2015;NI;Leave;Color;Moments of color;Artificial Neural Networks (ANN);90.41;Various;Base de dados pública;France
337;Leaf-Based Plant Identification Through Morphological Characterization in Digital Images;"ONCEVAY-MARCOS A;JUAREZ-CHAMBI R;KHLEBNIKOV-NÃšÃ‘EZ S;BELTRÃÃ“N-CASTAÃ‘N C";2015;NI;Leave;Texture;Gray level cooccurrence matrix (GLCM);Artificial Neural Networks (ANN);90.41;Various;Base de dados pública;France
338;Practicality and Robustness of Tree Species Identification Using UAV RGB Image and Deep Learning in Temperate Forest in Japan;"ONISHI M;WATANABE S;NAKASHIMA T;ISE T";2022;https://doi.org/10.3390/rs14071710;Canopy;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);97;Trees;Autores;Japan
339;A NovelComputer Vision Modelfor Medicinal Plant Identification Using Log-Gabor Filters and Deep Learning Algorithms;"OPPONG S;TWUM F;HAYFRON-ACQUAH J;MISSAH Y";2022;https://doi.org/10.1155/2022/1189509;Leave;Representations;Convolutional Neural Networks (CNN);Naive Bayes;97;Medicinal plants;Autores;Gana
339;A NovelComputer Vision Modelfor Medicinal Plant Identification Using Log-Gabor Filters and Deep Learning Algorithms;"OPPONG S;TWUM F;HAYFRON-ACQUAH J;MISSAH Y";2022;https://doi.org/10.1155/2022/1189510;Leave;Representations;Convolutional Neural Networks (CNN);Suport Vector Machine (SVM);97;Medicinal plants;Autores;Gana
339;A NovelComputer Vision Modelfor Medicinal Plant Identification Using Log-Gabor Filters and Deep Learning Algorithms;"OPPONG S;TWUM F;HAYFRON-ACQUAH J;MISSAH Y";2022;https://doi.org/10.1155/2022/1189511;Leave;Representations;Convolutional Neural Networks (CNN);K-Nearest neighbour (KNN);97;Medicinal plants;Autores;Gana
339;A NovelComputer Vision Modelfor Medicinal Plant Identification Using Log-Gabor Filters and Deep Learning Algorithms;"OPPONG S;TWUM F;HAYFRON-ACQUAH J;MISSAH Y";2022;https://doi.org/10.1155/2022/1189512;Leave;Representations;Convolutional Neural Networks (CNN);Decision Tree (DT);97;Medicinal plants;Autores;Gana
339;A NovelComputer Vision Modelfor Medicinal Plant Identification Using Log-Gabor Filters and Deep Learning Algorithms;"OPPONG S;TWUM F;HAYFRON-ACQUAH J;MISSAH Y";2022;https://doi.org/10.1155/2022/1189513;Leave;Representations;Convolutional Neural Networks (CNN);Logistic Regression;97;Medicinal plants;Autores;Gana
339;A NovelComputer Vision Modelfor Medicinal Plant Identification Using Log-Gabor Filters and Deep Learning Algorithms;"OPPONG S;TWUM F;HAYFRON-ACQUAH J;MISSAH Y";2022;https://doi.org/10.1155/2022/1189514;Leave;Representations;Convolutional Neural Networks (CNN);Random Forest (RF);97;Medicinal plants;Autores;Gana
340;Plant Leaf Classification Using Convolutional Neural Network;"OTHMAN N;DAMANHURI N;ALI N;CHIEW M B;ABD S A";2022;https://doi.org/10.1109/CoDIT55151.2022.9804121;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);90;Herbaceous;Autores;Türkiye
341;Plant Classification Using Artificial Neural Networks;"PACIFICO L;MACARIO V;OLIVEIRA J";2018;https://doi.org/10.1109/IJCNN.2018.8489701;Flowers;Shape;Margin Features;K-Nearest neighbour (KNN);98.9;Various;Base de dados pública;Various
341;Plant Classification Using Artificial Neural Networks;"PACIFICO L;MACARIO V;OLIVEIRA J";2018;https://doi.org/10.1109/IJCNN.2018.8489702;Leave;Shape;Shape features;Suport Vector Machine (SVM);98.9;Various;Base de dados pública;Various
341;Plant Classification Using Artificial Neural Networks;"PACIFICO L;MACARIO V;OLIVEIRA J";2018;https://doi.org/10.1109/IJCNN.2018.8489703;Seeds;Texture;Texture features;Decision Tree (DT);98.9;Various;Base de dados pública;Various
341;Plant Classification Using Artificial Neural Networks;"PACIFICO L;MACARIO V;OLIVEIRA J";2018;https://doi.org/10.1109/IJCNN.2018.8489704;Seeds;Texture;Texture features;Naive Bayes;98.9;Various;Base de dados pública;Various
341;Plant Classification Using Artificial Neural Networks;"PACIFICO L;MACARIO V;OLIVEIRA J";2018;https://doi.org/10.1109/IJCNN.2018.8489705;Seeds;Texture;Texture features;Artificial Neural Networks (ANN);98.9;Various;Base de dados pública;Various
342;Automatic Classification of Medicinal Plant Species Based on Color and Texture Features;"PACIFICO L;BRITTO L;OLIVEIRA E;LUDERMIR T";2019;https://doi.org/10.1109/BRACIS.2019.00133;Leave;Texture;Gray level cooccurrence matrix (GLCM);Decision Tree (DT);97.73;Medicinal plants;Autores;Brazil
342;Automatic Classification of Medicinal Plant Species Based on Color and Texture Features;"PACIFICO L;BRITTO L;OLIVEIRA E;LUDERMIR T";2019;https://doi.org/10.1109/BRACIS.2019.00134;Leave;Texture;Gray level cooccurrence matrix (GLCM);K-Nearest neighbour (KNN);97.73;Medicinal plants;Autores;Brazil
342;Automatic Classification of Medicinal Plant Species Based on Color and Texture Features;"PACIFICO L;BRITTO L;OLIVEIRA E;LUDERMIR T";2019;https://doi.org/10.1109/BRACIS.2019.00135;Leave;Color;Color characteristics;Weighted K-Nearest Neighbors (WKNN);97.73;Medicinal plants;Autores;Brazil
342;Automatic Classification of Medicinal Plant Species Based on Color and Texture Features;"PACIFICO L;BRITTO L;OLIVEIRA E;LUDERMIR T";2019;https://doi.org/10.1109/BRACIS.2019.00136;Leave;Color;Color characteristics;Random Forest (RF);97.73;Medicinal plants;Autores;Brazil
342;Automatic Classification of Medicinal Plant Species Based on Color and Texture Features;"PACIFICO L;BRITTO L;OLIVEIRA E;LUDERMIR T";2019;https://doi.org/10.1109/BRACIS.2019.00137;Leave;Color;Color characteristics;Artificial Neural Networks (ANN);97.73;Medicinal plants;Autores;Brazil
343;A Feature Extraction Method Based on Convolutional Autoencoder for Plant Leaves Classification;"PACO R M;PACO R V;FABIAN A;OSCO M E";2019;https://doi.org/10.1109/ColCACI.2019.8781985;Leave;Representations;Convolutional Neural Networks (CNN);Suport Vector Machine (SVM);94.74;Trees;Base de dados pública;China
344;Wlab of University of Szeged at LifeCLEF 2014 Plant Identification Task;"PACZOLAY D;BÃNHALMI A;NYÃšL L;BILICKI V;SÃROSI ";2013;https://ceur-ws.org/Vol-1180/CLEF2014wn-Life-BanhalmiEt2014.pdf;Multiple plant organs;Shape;Shape features;K-Nearest neighbour (KNN);48.8;Various;Base de dados pública;France
345;Rediscover flowers structurally;"PANG C;YAO H;SUN X;ZHAO S;YU W";2017;https://link.springer.com/article/10.1007/s11042-017-4679-9;Flowers;Color;Color characteristics;Suport Vector Machine (SVM);82.6;Herbaceous;Base de dados pública;United Kingdom
345;Rediscover flowers structurally;"PANG C;YAO H;SUN X;ZHAO S;YU W";2017;https://link.springer.com/article/10.1007/s11042-017-4679-9;Flowers;Shape;Scale Invariant Feature Transform (SIFT);Suport Vector Machine (SVM);82.6;Herbaceous;Base de dados pública;United Kingdom
346;Leaf Recognition and Classification using GLCM and Hierarchical Centroid Based Technique;"PANKAJA K;SUMA V";2018;https://doi.org/10.1109/ICIRCA.2018.8597184;Leave;Texture;Discrete Wavelet Transform (DWT);Principle Component Analysis (PCA);96.66;Trees;Base de dados pública;China
346;Leaf Recognition and Classification using GLCM and Hierarchical Centroid Based Technique;"PANKAJA K;SUMA V";2018;https://doi.org/10.1109/ICIRCA.2018.8597185;Leave;Texture;Gray level cooccurrence matrix (GLCM);Principle Component Analysis (PCA);96.66;Trees;Base de dados pública;China
346;Leaf Recognition and Classification using GLCM and Hierarchical Centroid Based Technique;"PANKAJA K;SUMA V";2018;https://doi.org/10.1109/ICIRCA.2018.8597186;Leave;Shape;Hierarchical centroid;Principle Component Analysis (PCA);96.66;Trees;Base de dados pública;China
347;Leaf Recognition and Classification Using Chebyshev Moments;"PANKAJA K;SUMA V";2019;https://doi.org/10.1109/ICIRCA.2018.8597187;Leave;Shape;Chebyshev moments;Suport Vector Machine (SVM);96.29;Trees;Base de dados pública;China
347;Leaf Recognition and Classification Using Chebyshev Moments;"PANKAJA K;SUMA V";2019;https://doi.org/10.1109/ICIRCA.2018.8597188;Leave;Color;Moments of color;Suport Vector Machine (SVM);96.29;Trees;Base de dados pública;China
347;Leaf Recognition and Classification Using Chebyshev Moments;"PANKAJA K;SUMA V";2019;https://doi.org/10.1109/ICIRCA.2018.8597189;Leave;Texture;Discrete Wavelet Transform (DWT);Suport Vector Machine (SVM);96.29;Trees;Base de dados pública;China
348;Plant Leaf Recognition and Classification Based on the Whale Optimization Algorithm (WOA) and Random Forest (RF);"PANKAJA K;SUMA V";2020;https://link.springer.com/article/10.1007/s40031-020-00470-9;Leave;Texture;Local Binary Pattern (LBP);Random Forest (RF);97.58;Trees;Base de dados pública;Various
348;Plant Leaf Recognition and Classification Based on the Whale Optimization Algorithm (WOA) and Random Forest (RF);"PANKAJA K;SUMA V";2020;https://link.springer.com/article/10.1007/s40031-020-00470-10;Leave;Texture;Gabor Features;Random Forest (RF);97.58;Trees;Base de dados pública;Various
348;Plant Leaf Recognition and Classification Based on the Whale Optimization Algorithm (WOA) and Random Forest (RF);"PANKAJA K;SUMA V";2020;https://link.springer.com/article/10.1007/s40031-020-00470-11;Leave;Shape;Shape features;Random Forest (RF);97.58;Trees;Base de dados pública;Various
348;Plant Leaf Recognition and Classification Based on the Whale Optimization Algorithm (WOA) and Random Forest (RF);"PANKAJA K;SUMA V";2020;https://link.springer.com/article/10.1007/s40031-020-00470-12;Leave;Color;Color characteristics;Random Forest (RF);97.58;Trees;Base de dados pública;Various
349;Mango Leaves Recognition Using Deep Belief Network with Moth-Flame Optimization and Multi-feature Fusion;"PANKAJA K;SUMA V";2020;https://link.springer.com/chapter/10.1007/978-981-13-9282-5_3;Leave;Texture;Local Binary Pattern (LBP);Moth-Flame Optimization (MFO);98.5;Trees;Autores;India
349;Mango Leaves Recognition Using Deep Belief Network with Moth-Flame Optimization and Multi-feature Fusion;"PANKAJA K;SUMA V";2020;https://link.springer.com/chapter/10.1007/978-981-13-9282-5_4;Leave;Texture;Gabor Features;Moth-Flame Optimization (MFO);98.5;Trees;Autores;India
349;Mango Leaves Recognition Using Deep Belief Network with Moth-Flame Optimization and Multi-feature Fusion;"PANKAJA K;SUMA V";2020;https://link.springer.com/chapter/10.1007/978-981-13-9282-5_5;Leave;Texture;Gray level cooccurrence matrix (GLCM);Moth-Flame Optimization (MFO);98.5;Trees;Autores;India
349;Mango Leaves Recognition Using Deep Belief Network with Moth-Flame Optimization and Multi-feature Fusion;"PANKAJA K;SUMA V";2020;https://link.springer.com/chapter/10.1007/978-981-13-9282-5_6;Leave;Shape;HU moments;Moth-Flame Optimization (MFO);98.5;Trees;Autores;India
349;Mango Leaves Recognition Using Deep Belief Network with Moth-Flame Optimization and Multi-feature Fusion;"PANKAJA K;SUMA V";2020;https://link.springer.com/chapter/10.1007/978-981-13-9282-5_7;Leave;Shape;Fourier descriptors;Moth-Flame Optimization (MFO);98.5;Trees;Autores;India
350;Imaging System for Classification of Local Flora of Uttarakhand Region;"PANWAR R;GOYAL K;PANDEY N;KHANNA N";2014;http://dx.doi.org/10.1109/ICPCES.2014.7062815;Leave;Shape;Shape features;IB1 classifier;79;Various;Autores;India
351;Machine Learning-Based Species Classification Methods Using DART-TOF-MS Data for Five Coniferous Wood Species;"PARK G;LEE Y;YOON Y;AHN J;LEE J;JANG Y";2022;https://doi.org/10.3390/f13101688;Wood;Spectral features;Spectral characteristics;Suport Vector Machine (SVM);98.66;Trees;Autores;South Korea
351;Machine Learning-Based Species Classification Methods Using DART-TOF-MS Data for Five Coniferous Wood Species;"PARK G;LEE Y;YOON Y;AHN J;LEE J;JANG Y";2022;https://doi.org/10.3390/f13101689;Wood;Spectral features;Spectral characteristics;Random Forest (RF);98.66;Trees;Autores;South Korea
351;Machine Learning-Based Species Classification Methods Using DART-TOF-MS Data for Five Coniferous Wood Species;"PARK G;LEE Y;YOON Y;AHN J;LEE J;JANG Y";2022;https://doi.org/10.3390/f13101690;Wood;Spectral features;Spectral characteristics;Artificial Neural Networks (ANN);98.66;Trees;Autores;South Korea
352;Plant classification using svm classifier;"PATIL B;PATTANSHETTY A;NANDYAL S";2013;https://doi.org/10.1049/cp.2013.2639;Leave;Color;Color characteristics;Suport Vector Machine (SVM);78;Various;Autores;India
352;Plant classification using svm classifier;"PATIL B;PATTANSHETTY A;NANDYAL S";2013;https://doi.org/10.1049/cp.2013.2639;Leave;Shape;Edge Histogram;Suport Vector Machine (SVM);78;Various;Autores;India
353;An Automated System for Identification of the Medicinal Leaf using MKSVM;"PATIL S;SASIKALA M";2020;https://doi.org/10.1109/TEMSMET51618.2020.9557418;Leave;Shape;Shape features;Suport Vector Machine (SVM);95.8;Medicinal plants;Autores;India
353;An Automated System for Identification of the Medicinal Leaf using MKSVM;"PATIL S;SASIKALA M";2020;https://doi.org/10.1109/TEMSMET51618.2020.9557419;Leave;Color;Color characteristics;Suport Vector Machine (SVM);95.8;Medicinal plants;Autores;India
353;An Automated System for Identification of the Medicinal Leaf using MKSVM;"PATIL S;SASIKALA M";2020;https://doi.org/10.1109/TEMSMET51618.2020.9557420;Leave;Texture;Gray level cooccurrence matrix (GLCM);Suport Vector Machine (SVM);95.8;Medicinal plants;Autores;India
354;Flower identification system using vision based technique;"PATIL A;DAN R;PRIYA N";2022;https://doi.org/10.1109/AISP53593.2022.9760663;Flowers;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);NI;Herbaceous;Base de dados pública;NI
355;Automatic Classification of Medicinal Plants Using State-Of-The-Art Pre-Trained Neural Networks;"PATIL S;PATIL S;PAWAR A;PATIL N;RAO G";2022;http://dx.doi.org/10.17762/jaz.v43i1.116;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);98;Medicinal plants;Autores;India
356;Identification of healthy biological leafs using hybrid-feature classifier;"PATNAIK V;MOHANTY M;SUBUDHI A";2022;https://doi.org/10.1080/13682199.2022.2157533;Leave;Texture;Gray level cooccurrence matrix (GLCM);Random Forest (RF);98.33;Trees;Base de dados pública;NI
356;Identification of healthy biological leafs using hybrid-feature classifier;"PATNAIK V;MOHANTY M;SUBUDHI A";2022;https://doi.org/10.1080/13682199.2022.2157534;Leave;Texture;Gray Level Run Length Matrix (GRLLM);Naive Bayes;98.33;Trees;Base de dados pública;NI
356;Identification of healthy biological leafs using hybrid-feature classifier;"PATNAIK V;MOHANTY M;SUBUDHI A";2022;https://doi.org/10.1080/13682199.2022.2157535;Leave;Texture;Gray Level Run Length Matrix (GRLLM);Artificial Neural Networks (ANN);98.33;Trees;Base de dados pública;NI
357;AI Based Indigenous Medicinal Plant Identification;"PAULSON A;RAVISHANKAR S";2020;https://doi.org/10.1109/ACCTHPA49271.2020.9213224;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);97.8;Medicinal plants;Autores;India
358;Important Shape Features for Romanian Medicinal Herb Identification Based on Leaf Image;"PAVALOIU I;ANCUCEANU R;ENACHE C;VASILATEANU A";2017;https://doi.org/10.1109/EHB.2017.7995495;Leave;Shape;Shape features;K-Nearest neighbour (KNN);47.08;Medicinal plants;Autores;Romania
358;Important Shape Features for Romanian Medicinal Herb Identification Based on Leaf Image;"PAVALOIU I;ANCUCEANU R;ENACHE C;VASILATEANU A";2017;https://doi.org/10.1109/EHB.2017.7995495;Leave;Shape;Shape features;Artificial Neural Networks (ANN);47.08;Medicinal plants;Autores;Romania
359;Comparing Local Descriptors and Bags of Visual Words to Deep Convolutional Neural Networks for Plant Recognition;"PAWARA P;OKAFOR E;SURINTA L;WIERING M";2017;http://dx.doi.org/10.5220/0006196204790486;Multiple plant organs;Shape;Histogram of Oriented Gradients (HOG);Suport Vector Machine (SVM);92.78;Various;Base de dados pública;Various
359;Comparing Local Descriptors and Bags of Visual Words to Deep Convolutional Neural Networks for Plant Recognition;"PAWARA P;OKAFOR E;SURINTA L;WIERING M";2017;http://dx.doi.org/10.5220/0006196204790486;Multiple plant organs;Shape;Histogram of Oriented Gradients (HOG);K-Nearest neighbour (KNN);84.3;Various;Base de dados pública;Various
359;Comparing Local Descriptors and Bags of Visual Words to Deep Convolutional Neural Networks for Plant Recognition;"PAWARA P;OKAFOR E;SURINTA L;WIERING M";2017;http://dx.doi.org/10.5220/0006196204790486;Multiple plant organs;Shape;Histogram of Oriented Gradients (HOG);Artificial Neural Networks (ANN);92.37;Various;Base de dados pública;Various
359;Comparing Local Descriptors and Bags of Visual Words to Deep Convolutional Neural Networks for Plant Recognition;"PAWARA P;OKAFOR E;SURINTA L;WIERING M";2017;http://dx.doi.org/10.5220/0006196204790486;Multiple plant organs;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);98.33;Various;Base de dados pública;Various
360;Data Augmentation for Plant Classification;"PAWARA P;OKAFOR E;SCHOMAKER L;WIERING M";2017;https://link.springer.com/chapter/10.1007/978-3-319-70353-4_52;Multiple plant organs;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);99.92;Various;Base de dados pública;Various
361;A study on plant recognition using conventional image processing and deep learning approaches;"ANUBHA P S;SATHIESH K V;HARINI S";2019;http://dx.doi.org/10.3233/JIFS-169911;Leave;Shape;HU moments;Linear Discriminant Analysis (LDA);99;Trees;Base de dados pública;Various
361;A study on plant recognition using conventional image processing and deep learning approaches;"ANUBHA P S;SATHIESH K V;HARINI S";2019;http://dx.doi.org/10.3233/JIFS-169912;Leave;Texture;Gray level cooccurrence matrix (GLCM);Logistic Regression;99;Trees;Base de dados pública;Various
361;A study on plant recognition using conventional image processing and deep learning approaches;"ANUBHA P S;SATHIESH K V;HARINI S";2019;http://dx.doi.org/10.3233/JIFS-169913;Leave;Texture;Local Binary Pattern (LBP);Decision Tree (DT);99;Trees;Base de dados pública;Various
361;A study on plant recognition using conventional image processing and deep learning approaches;"ANUBHA P S;SATHIESH K V;HARINI S";2019;http://dx.doi.org/10.3233/JIFS-169914;Leave;Representations;Convolutional Neural Networks (CNN);Naive Bayes;99;Trees;Base de dados pública;Various
361;A study on plant recognition using conventional image processing and deep learning approaches;"ANUBHA P S;SATHIESH K V;HARINI S";2019;http://dx.doi.org/10.3233/JIFS-169915;Leave;Representations;Convolutional Neural Networks (CNN);K-Nearest neighbour (KNN);99;Trees;Base de dados pública;Various
361;A study on plant recognition using conventional image processing and deep learning approaches;"ANUBHA P S;SATHIESH K V;HARINI S";2019;http://dx.doi.org/10.3233/JIFS-169916;Leave;Representations;Convolutional Neural Networks (CNN);Random Forest (RF);99;Trees;Base de dados pública;Various
361;A study on plant recognition using conventional image processing and deep learning approaches;"ANUBHA P S;SATHIESH K V;HARINI S";2019;http://dx.doi.org/10.3233/JIFS-169917;Leave;Representations;Convolutional Neural Networks (CNN);Bagging Classifier;99;Trees;Base de dados pública;Various
362;Plants recognition using embedded Convolutional Neural Networks on Mobile devices;"PECHEBOVICZ D;PREMEBIDA S;SOARES V;CAMARGO T;BITTENCOURT J;BARONCINI V;MARTINS M";2020;https://doi.org/10.1109/ICIT45562.2020.9067289;Whole plants;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);68.5;Medicinal plants;Autores;Brazil
363;Leaf Based Plant Identification System for Sri Lankan Medicinal Plant;"PERERA P;ARUDCHELVAM T";2021;http://dx.doi.org/10.1007/978-3-030-73103-8_59;Leave;Shape;Shape features;Suport Vector Machine (SVM);90;Trees;Base de dados pública;China
363;Leaf Based Plant Identification System for Sri Lankan Medicinal Plant;"PERERA P;ARUDCHELVAM T";2021;http://dx.doi.org/10.1007/978-3-030-73103-8_59;Leave;Shape;HU moments;Suport Vector Machine (SVM);90;Trees;Base de dados pública;China
364;Recognition of the Amazonian flora by Inception Networks with Test-time Class Prior Estimation CMP submission to PlantCLEF 2019;"PICEK L;Å ULC M;MATAS J";2019;https://ceur-ws.org/Vol-2380/paper_108.pdf;Multiple plant organs;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);58.1;Various;Base de dados pública;Brazil
365;Leaf-Based Species Recognition Using Convolutional Neural Networks;"PIRES W;FERNANDES R;DE P P;CANDIDO J A;TEIXEIRA J";2021;https://link.springer.com/chapter/10.1007/978-3-030-91885-9_27;Leave;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);90.3;Trees;Autores;Brazil
366;Tree species identification using 3d spectral data and 3d convolutional neural network;"POLONEN I;ANNALA L;RAHKONEN S;NEVALAINEN O;HONKAVAARA E;TUOMINEN S;VILJANEN N;HAKALA T";2018;https://doi.org/10.1109/WHISPERS.2018.8747253;Canopy;Representations;Convolutional Neural Networks (CNN);Convolutional Neural Networks (CNN);96.2;Trees;Autores;Finland
367;Herb Flower Recognition System (HFRS);"PORNPANOMCHAI C;SAKUNRERARATSAME P;WONGSASIRINART R;YOUNGTAVICHAVHART N";2010;https://doi.org/10.1109/ICEIE.2010.5559906;Flowers;Shape;Shape features;Minimum Distance Method;98.18;Herbaceous;Autores;Thailand
367;Herb Flower Recognition System (HFRS);"PORNPANOMCHAI C;SAKUNRERARATSAME P;WONGSASIRINART R;YOUNGTAVICHAVHART N";2010;https://doi.org/10.1109/ICEIE.2010.5559907;Flowers;Color;Color characteristics;Minimum Distance Method;98.18;Herbaceous;Autores;Thailand
367;Herb Flower Recognition System (HFRS);"PORNPANOMCHAI C;SAKUNRERARATSAME P;WONGSASIRINART R;YOUNGTAVICHAVHART N";2010;https://doi.org/10.1109/ICEIE.2010.5559908;Flowers;Shape;Edge Features;Minimum Distance Method;98.18;Herbaceous;Autores;Thailand
368;Leaf Identification Using Shape and Texture Features;"PRADEEP K T;VEERA P R M;BORA P";2016;https://link.springer.com/chapter/10.1007/978-981-10-2107-7_48;Leave;Shape;Histogram of Oriented Gradients (HOG);Suport Vector Machine (SVM);97.64;Trees;Base de dados pública;China
368;Leaf Identification Using Shape and Texture Features;"PRADEEP K T;VEERA P R M;BORA P";2016;https://link.springer.com/chapter/10.1007/978-981-10-2107-7_48;Leave;Texture;Gabor Features;Suport Vector Machine (SVM);97.64;Trees;Base de dados pública;China
369;Automatic Identification of Tree Species from UAV Images Using Machine Learning Approaches;"PRADIPKUMAR V;ALAGU R R";2022;https://link.springer.com/article/10.1007/s12524-022-01608-6;Canopy;Shape;Histogram of Oriented Gradients (HOG);Suport Vector Machine (SVM);97.94;Trees;Autores;India
369;Automatic Identification of Tree Species from UAV Images Using Machine Learning Approaches;"PRADIPKUMAR V;ALAGU R R";2022;https://link.springer.com/article/10.1007/s12524-022-01608-7;Canopy;Texture;Local Binary Pattern (LBP);K-Nearest neighbour (KNN);97.94;Trees;Autores;India
369;Automatic Identification of Tree Species from UAV Images Using Machine Learning Approaches;"PRADIPKUMAR V;ALAGU R R";2022;https://link.springer.com/article/10.1007/s12524-022-01608-8;Canopy;Texture;Gray level cooccurrence matrix (GLCM);Decision Tree (DT);97.94;Trees;Autores;India
369;Automatic Identification of Tree Species from UAV Images Using Machine Learning Approaches;"PRADIPKUMAR V;ALAGU R R";2022;https://link.springer.com/article/10.1007/s12524-022-01608-9;Canopy;Texture;Gray level cooccurrence matrix (GLCM);Random Forest (RF);97.94;Trees;Autores;India
369;Automatic Identification of Tree Species from UAV Images Using Machine Learning Approaches;"PRADIPKUMAR V;ALAGU R R";2022;https://link.springer.com/article/10.1007/s12524-022-01608-10;Canopy;Texture;Gray level cooccurrence matrix (GLCM);XGBoost;97.94;Trees;Autores;India
370;Flower Detection Using Advanced Deep Learning Techniques;"PRAKASH K;SREEDEVI C;LANKE P;VADLA P;RANGANAYAKULU S;TRIPATHI S";2022;https://link.springer.com/chapter/10.1007/978-981-16-8512-5_23;Flowers;Representations;YOLO;YOLO ;98.7;Herbaceous;Base de dados pública;United Kingdom
371;Relative Sub-Image Based Features for Leaf Recognition using Support Vector Machine;"PRASAD S;KUDIRI K;TRIPATHI R";2011;http://dx.doi.org/10.1145/1947940.1948012;Leave;Shape;Shape features;Artificial Neural Networks (ANN);93.02;Trees;Autores;India
371;Relative Sub-Image Based Features for Leaf Recognition using Support Vector Machine;"PRASAD S;KUDIRI K;TRIPATHI R";2011;http://dx.doi.org/10.1145/1947940.1948012;Leave;Shape;Shape features;Suport Vector Machine (SVM);97.25;Trees;Autores;India
372;Mobile Plant Species Classification: A Low Computational Aproach;"PRASAD S;PEDDOJU S;GHOSH D";2013;https://doi.org/10.1109/ICIIP.2013.6707624;Leave;Shape;Shape features;K-Nearest neighbour (KNN);91.34;Trees;Base de dados pública;China
372;Mobile Plant Species Classification: A Low Computational Aproach;"PRASAD S;PEDDOJU S;GHOSH D";2013;https://doi.org/10.1109/ICIIP.2013.6707624;Leave;Shape;Characteristic of the Polar Fourier transform;K-Nearest neighbour (KNN);91.34;Trees;Base de dados pública;China
